1.052679299755254760e-02,2.028164750020986560e+02,1.840133123730002467e+02,1.940622787286883977e+02,-2.736845985084183086e-01,0.000000000000000000e+00,-2.373647782712288290e+01,2.183406894244906127e+01,0.000000000000000000e+00,9.785000000000000364e-01,3.309900000000000286e+00,1.249920000000000009e+01,-2.287199999999999900e+00,1.873250000000000171e+01,1.437569444444444322e+01,1.751541666666666686e+01,6.139992000001015526e-01,1.489820799999993284e+01,1.132386359999996017e+01,6.035479999999946443e-01,2.031597093763105590e+02,1.837299922502214997e+02,1.970914183089330152e+02,0.000000000000000000e+00
2.066960699812625535e-02,2.028168584972956410e+02,1.837820647692265084e+02,1.943215214818411027e+02,-2.736845985084183086e-01,0.000000000000000000e+00,-1.827359726838063025e+01,2.534218073895766565e+01,0.000000000000000000e+00,1.369900000000000118e+00,4.867500000000000604e+00,1.210239999999999938e+01,3.811999999999999833e-01,1.873250000000000171e+01,1.428749999999999787e+01,1.762124999999999986e+01,1.098799200000101450e+00,1.004220799999993829e+01,1.031106359999996158e+01,1.047479999999936240e-01,2.031967318206789628e+02,1.835294633602887586e+02,1.973553695910284205e+02,0.000000000000000000e+00
3.120004399897879921e-02,2.028168584972956410e+02,1.835573365838012592e+02,1.945938030716907861e+02,-2.736845985084183086e-01,0.000000000000000000e+00,-2.630211182755454757e+01,3.361504139341078456e+01,0.000000000000000000e+00,9.785000000000000364e-01,1.752300000000000191e+00,1.071359999999999957e+01,-3.049599999999999866e+00,1.873250000000000171e+01,1.421694444444444372e+01,1.772708333333333286e+01,6.139992000001015526e-01,1.198460799999993753e+01,1.094406359999996425e+01,6.035479999999946443e-01,2.032349470220142678e+02,1.833304918463622073e+02,1.976198189192833183e+02,0.000000000000000000e+00
4.126970499783055857e-02,2.028168584972956410e+02,1.833176520856941352e+02,1.948787400030405479e+02,-2.736845985084183086e-01,0.000000000000000000e+00,-2.321287905152458464e+01,2.665117767795341308e+01,0.000000000000000000e+00,1.761300000000000088e+00,3.115200000000000191e+00,1.071359999999999957e+01,-1.143599999999999950e+00,1.873250000000000171e+01,1.414638888888888779e+01,1.781527777777777644e+01,2.503992000001034057e-01,9.313807999999937692e+00,9.045063599999963344e+00,-1.446520000000059980e-01,2.033149086720714251e+02,1.829372879471943065e+02,1.981500687216630752e+02,0.000000000000000000e+00
5.133276999913505279e-02,2.028168584972956410e+02,1.830791180731779093e+02,1.952139148051935535e+02,-2.736845985084183086e-01,0.000000000000000000e+00,-2.174680247984934667e+01,3.043854215478110703e+01,0.000000000000000000e+00,1.761300000000000088e+00,2.725800000000000001e+00,1.210239999999999938e+01,1.143599999999999950e+00,1.873250000000000171e+01,1.405819444444444244e+01,1.792111111111110944e+01,7.351992000001033034e-01,9.556607999999933156e+00,8.791863599999963697e+00,-1.446520000000059980e-01,2.033566302561451096e+02,1.827430881787153396e+02,1.984157963080305365e+02,0.000000000000000000e+00
6.168473999787238427e-02,2.028168584972956410e+02,1.828478704694041426e+02,1.955291478571040784e+02,-2.736845985084183086e-01,0.000000000000000000e+00,-2.424262331020123895e+01,3.153809958353753373e+01,0.000000000000000000e+00,1.957000000000000073e+00,5.062200000000000699e+00,9.721600000000000463e+00,7.623999999999999666e-01,1.873250000000000171e+01,1.396999999999999886e+01,1.800930555555555657e+01,8.563992000001050542e-01,8.828207999999932554e+00,7.146063599999962435e+00,6.035479999999946443e-01,2.033994953578100535e+02,1.825505088320382185e+02,1.986818791885061444e+02,0.000000000000000000e+00
7.183781300045666285e-02,2.028172419924925975e+02,1.826411665582365629e+02,1.958175362452265631e+02,-2.736845985084183086e-01,0.000000000000000000e+00,-2.719222974607165355e+01,3.054326190990076739e+01,0.000000000000000000e+00,7.828000000000000513e-01,5.841000000000000192e+00,1.031679999999999886e+01,-2.287199999999999900e+00,1.873250000000000171e+01,1.389944444444444294e+01,1.809750000000000014e+01,4.927992000001069073e-01,6.157407999999932713e+00,9.045063599999963344e+00,6.035479999999946443e-01,2.034434904604400742e+02,1.823595643522978662e+02,1.989482809585644247e+02,0.000000000000000000e+00
8.196465899891336448e-02,2.028172419924925975e+02,1.823849917666596525e+02,1.961507935713947290e+02,-2.736845985084183086e-01,0.000000000000000000e+00,-2.103121748653166989e+01,3.038618227722127685e+01,0.000000000000000000e+00,1.957000000000000073e+00,3.894000000000000128e+00,9.919999999999999929e+00,-5.336800000000000210e+00,1.875013888888888758e+01,1.382888888888888701e+01,1.820333333333333314e+01,-2.344007999998964920e-01,7.614207999999933918e+00,9.045063599999963344e+00,6.035479999999946443e-01,2.034886016309424690e+02,1.821702684072964757e+02,1.992149652870978969e+02,0.000000000000000000e+00
9.220757900038734078e-02,2.028172419924925975e+02,1.821587296004465202e+02,1.964127207909261870e+02,-2.736845985084183086e-01,6.981317007977318190e-02,-2.068215163613280438e+01,2.443460952792061391e+01,0.000000000000000000e+00,2.935500000000000220e+00,3.309900000000000286e+00,1.091199999999999903e+01,4.193200000000000038e+00,1.875013888888888758e+01,1.374069444444444343e+01,1.830916666666666615e+01,7.351992000001033034e-01,1.028500799999993376e+01,1.284306359999996516e+01,-1.266952000000005185e+00,2.035348142705484236e+02,1.819826349426030845e+02,1.994818944314843634e+02,0.000000000000000000e+00
1.023117330005334225e-01,2.028176254876895825e+02,1.819409043285667451e+02,1.966562402410030472e+02,-2.736845985084183086e-01,0.000000000000000000e+00,-2.186897552748894924e+01,2.275909344600605877e+01,0.000000000000000000e+00,3.131200000000000205e+00,3.115200000000000191e+00,1.130879999999999974e+01,-2.668400000000000105e+00,1.875013888888888758e+01,1.367013888888888751e+01,1.841499999999999915e+01,7.351992000001033034e-01,9.313807999999937692e+00,1.107066359999996052e+01,8.529479999999942663e-01,2.035821128722403728e+02,1.817966790144405422e+02,1.997490279856312725e+02,0.000000000000000000e+00
1.123318159989139531e-01,2.028180089828865391e+02,1.817503072156719668e+02,1.968813519216252530e+02,-2.736845985084183086e-01,1.396263401595463638e-01,-1.890191579909858888e+01,2.549926037163715620e+01,0.000000000000000000e+00,2.739800000000000235e+00,2.531100000000000350e+00,1.309440000000000026e+01,7.623999999999999666e-01,1.875013888888888758e+01,1.359958333333333158e+01,1.850319444444444272e+01,8.563992000001050542e-01,1.028500799999993376e+01,1.145046359999996355e+01,-6.434520000000052420e-01,2.036304829842482604e+02,1.816124091915067140e+02,2.000163338459945237e+02,0.000000000000000000e+00
1.229821229972003493e-01,2.028180089828865391e+02,1.815961421464894556e+02,1.971210364197323770e+02,-2.736845985084183086e-01,0.000000000000000000e+00,-1.647590813882647254e+01,2.197369528260860960e+01,0.000000000000000000e+00,3.326900000000000190e+00,3.894000000000000128e+00,1.091199999999999903e+01,-5.717999999999999972e+00,1.873250000000000171e+01,1.352902777777777565e+01,1.860902777777777573e+01,-1.132007999998947412e-01,1.028500799999993376e+01,9.804663599999962287e+00,2.474047999999994474e+00,2.036799082140427402e+02,1.814298393644470764e+02,2.002837712577804723e+02,0.000000000000000000e+00
